segment_id,evaluation_type,date,model_value,prior_prob_low_state,prior_prob_high_state,prob_low_state,prob_high_state,state,inflation_regime
segment_01,current_segment_refit,1987-12-31,0.9476696593993958,1.0,7.096998202147483e-24,1.0,1.3391109738623618e-25,低通胀状态,通胀偏低
segment_01,current_segment_refit,1988-01-31,0.2350533604027678,0.92,0.07999999999999996,0.999092082279821,0.0009079177201789856,低通胀状态,通胀偏低
segment_01,current_segment_refit,1988-02-29,1.8970450290741443,0.9192572725283479,0.08074272747165212,0.9963718409776076,0.00362815902239233,低通胀状态,通胀偏低
segment_01,current_segment_refit,1988-03-31,3.81678983189198,0.9170319630099055,0.08296803699009436,0.9819087337641027,0.01809126623589734,低通胀状态,通胀偏低
segment_01,current_segment_refit,1988-04-30,4.3958416244370415,0.9052003324401191,0.09479966755988095,0.9666785376001753,0.03332146239982479,低通胀状态,通胀偏低
segment_01,current_segment_refit,1988-05-31,7.845641196051229,0.8927411802083837,0.10725881979161642,0.5914587876654864,0.4085412123345135,低通胀状态,通胀偏低
segment_01,current_segment_refit,1988-06-30,10.325196310881266,0.5857904400818382,0.4142095599181617,0.03052134853096456,0.9694786514690356,高通胀状态,通胀偏高
segment_01,current_segment_refit,1988-07-31,11.291530842794424,0.12691224367293286,0.8730877563270674,0.0014500911386279094,0.9985499088613721,高通胀状态,通胀偏高
segment_01,current_segment_refit,1988-08-31,14.386569060713514,0.1031303292759954,0.8968696707240046,8.82508941672864e-05,0.9999117491058327,高通胀状态,通胀偏高
segment_01,current_segment_refit,1988-09-30,16.638840833603965,0.10201626779324012,0.8979837322067599,1.3473618661589578e-05,0.9999865263813383,高通胀状态,通胀偏高
segment_01,current_segment_refit,1988-10-31,16.05687070850025,0.10195509579985461,0.8980449042001453,2.1814726305068542e-05,0.999978185273695,高通胀状态,通胀偏高
segment_01,current_segment_refit,1988-11-30,14.807127091014703,0.10196191929239488,0.8980380807076052,6.148652061310207e-05,0.9999385134793869,高通胀状态,通胀偏高
segment_01,current_segment_refit,1988-12-31,15.086850397516173,0.10199437303883843,0.8980056269611615,4.877698298874764e-05,0.9999512230170111,高通胀状态,通胀偏高
segment_01,current_segment_refit,1989-01-31,11.502312947130704,0.10198397592626335,0.8980160240737365,0.000951731767393604,0.9990482682326064,高通胀状态,通胀偏高
segment_01,current_segment_refit,1989-02-28,9.71352980780376,0.10272264343889329,0.8972773565611066,0.0042140650604545315,0.9957859349395454,高通胀状态,通胀偏高
segment_01,current_segment_refit,1989-03-31,4.38675098892417,0.10539141452308813,0.8946085854769117,0.2650480710496345,0.7349519289503655,高通胀状态,通胀偏高
segment_01,current_segment_refit,1989-04-30,-2.4692261679538348,0.31876821892234075,0.6812317810776592,0.997633226133856,0.002366773866143926,低通胀状态,通胀偏低
segment_01,current_segment_refit,1989-05-31,-5.786304088694624,0.9180638466124145,0.08193615338758548,0.999993668114817,6.331885183002772e-06,低通胀状态,通胀偏低
segment_01,current_segment_refit,1989-06-30,-4.245984209190208,0.919994820163801,0.08000517983619904,0.9999778739632633,2.2126036736771687e-05,低通胀状态,通胀偏低
segment_01,current_segment_refit,1989-07-31,-2.8833828483054376,0.9199818996645204,0.08001810033547965,0.9999315121997964,6.848780020368443e-05,低通胀状态,通胀偏低
segment_01,current_segment_refit,1989-08-31,-7.77550162094408,0.9199439731491591,0.08005602685084089,0.9999988134574572,1.186542542775175e-06,低通胀状态,通胀偏低
segment_01,current_segment_refit,1989-09-30,-9.628620722158907,0.9199990293418411,0.08000097065815898,0.9999997449196801,2.5508031981937285e-07,低通胀状态,通胀偏低
segment_01,current_segment_refit,1989-10-31,-14.69680074762269,0.9199997913300326,0.08000020866996728,0.9999999961832601,3.816739894133832e-09,低通胀状态,通胀偏低
segment_01,current_segment_refit,1989-11-30,-12.06900991096588,0.9199999968776933,0.08000000312230664,0.9999999662773511,3.37226489529584e-08,低通胀状态,通胀偏低
segment_01,current_segment_refit,1989-12-31,-12.218347947784858,0.9199999724129873,0.08000002758701279,0.999999970204731,2.979526902983646e-08,低通胀状态,通胀偏低
segment_01,current_segment_refit,1990-01-31,-10.77767175786278,0.9199999756258036,0.08000002437419637,0.999999901618283,9.838171707143098e-08,低通胀状态,通胀偏低
segment_01,current_segment_refit,1990-02-28,-8.038957244418645,0.9199999195182534,0.08000008048174666,0.9999990470134976,9.529865023789407e-07,低通胀状态,通胀偏低
segment_01,current_segment_refit,1990-03-31,-3.516268626539335,0.919999220403744,0.08000077959625598,0.999959483684256,4.051631574404151e-05,低通胀状态,通胀偏低
segment_01,current_segment_refit,1990-04-30,1.854931109444057,0.9199668553877909,0.08003314461220921,0.9965292633887567,0.0034707366112432954,低通胀状态,通胀偏低
segment_01,current_segment_refit,1990-05-31,5.110102966719702,0.91716074334629,0.08283925665370985,0.948993084054153,0.051006915945847,低通胀状态,通胀偏低
segment_01,current_segment_refit,1990-06-30,4.293552364875321,0.8782734901244527,0.12172650987554737,0.9597771577024051,0.04022284229759482,低通胀状态,通胀偏低
segment_01,current_segment_refit,1990-07-31,1.4628783259846316,0.8870954654828562,0.11290453451714379,0.9963321934456554,0.0036678065543446045,低通胀状态,通胀偏低
segment_01,current_segment_refit,1990-08-31,0.6064653689760426,0.9169995291114259,0.08300047088857401,0.9987146189836595,0.0012853810163404981,低通胀状态,通胀偏低
segment_01,current_segment_refit,1990-09-30,3.646775232304122,0.9189484864419344,0.0810515135580656,0.9846397260329726,0.015360273967027367,低通胀状态,通胀偏低
segment_01,current_segment_refit,1990-10-31,1.3843293183910625,0.9074344368505489,0.092565563149451,0.9972431565705856,0.0027568434294144703,低通胀状态,通胀偏低
segment_01,current_segment_refit,1990-11-30,2.777383594076402,0.9177447478944831,0.08225525210551698,0.9923492802748262,0.007650719725173968,低通胀状态,通胀偏低
segment_01,current_segment_refit,1990-12-31,2.1018464692278878,0.913741283387797,0.08625871661220302,0.9953834791091004,0.004616520890899596,低通胀状态,通胀偏低
segment_01,current_segment_refit,1991-01-31,0.6102724660936181,0.9162234277259715,0.08377657227402857,0.9986974181135064,0.0013025818864935753,低通胀状态,通胀偏低
segment_01,current_segment_refit,1991-02-28,2.1301055677859164,0.9189344151681669,0.08106558483183311,0.9955827730773769,0.0044172269226231764,低通胀状态,通胀偏低
segment_01,current_segment_refit,1991-03-31,1.5465705933956335,0.9163864613378105,0.08361353866218948,0.9971792227212928,0.0028207772787072387,低通胀状态,通胀偏低
segment_01,current_segment_refit,1991-04-30,-2.9493897975103067,0.9176924464301732,0.0823075535698268,0.9999331380041956,6.68619958044058e-05,低通胀状态,通胀偏低
segment_01,current_segment_refit,1991-05-31,-1.6913251662341637,0.919945303148083,0.08005469685191693,0.9998159134797778,0.0001840865202221249,低通胀状态,通胀偏低
segment_01,current_segment_refit,1991-06-30,-0.4726937120707291,0.9198494069311668,0.08015059306883318,0.9994938733088913,0.0005061266911087166,低通胀状态,通胀偏低
segment_01,current_segment_refit,1991-07-31,-0.47485231985174536,0.9195859600608427,0.08041403993915737,0.9994929729761428,0.0005070270238571757,低通胀状态,通胀偏低
segment_01,current_segment_refit,1991-08-31,-1.0059568085230053,0.9195852235383021,0.08041477646169796,0.9996735094233444,0.00032649057665553227,低通胀状态,通胀偏低
segment_01,current_segment_refit,1991-09-30,4.05258626879675,0.9197329124488618,0.0802670875511382,0.9788471388934616,0.021152861106538377,低通胀状态,通胀偏低
segment_01,current_segment_refit,1991-10-31,6.577384665773402,0.9026957766120357,0.0973042233879643,0.8220118650193059,0.17798813498069402,低通胀状态,通胀偏低
segment_01,current_segment_refit,1991-11-30,3.524968592796074,0.7743957513548339,0.2256042486451661,0.9554955167815489,0.0445044832184511,低通胀状态,通胀偏低
segment_01,current_segment_refit,1991-12-31,2.9086521829127165,0.8835928437529453,0.1164071562470546,0.987522191365433,0.012477808634567017,低通胀状态,通胀偏低
segment_01,current_segment_refit,1992-01-31,-1.8222210564832082,0.909792454698335,0.09020754530166494,0.9998118248912513,0.00018817510874869335,低通胀状态,通胀偏低
segment_01,current_segment_refit,1992-02-29,-2.4424881792281523,0.9198460622370922,0.08015393776290786,0.9999011081032921,9.889189670791312e-05,低通胀状态,通胀偏低
segment_01,current_segment_refit,1992-03-31,-1.7784392856072504,0.9199191008978278,0.08008089910217221,0.9998286778709804,0.0001713221290196487,低通胀状态,通胀偏低
segment_01,current_segment_refit,1992-04-30,1.3555706677838373,0.9198598489170365,0.08014015108296345,0.9976998843213968,0.0023001156786031317,低通胀状态,通胀偏低
segment_01,current_segment_refit,1992-05-31,0.5424825417282468,0.9181183767377735,0.08188162326222641,0.9987988271527046,0.00120117284729532,低通胀状态,通胀偏低
segment_01,current_segment_refit,1992-06-30,0.011768102201088482,0.9190173734336708,0.08098262656632912,0.9992353320838283,0.000764667916171759,低通胀状态,通胀偏低
segment_01,current_segment_refit,1992-07-31,1.3938691332042303,0.9193744588794679,0.08062554112053213,0.9976102464931492,0.0023897535068508604,低通胀状态,通胀偏低
segment_01,current_segment_refit,1992-08-31,1.4821266406764604,0.9180450479811484,0.08195495201885175,0.9973832300168448,0.0026167699831552323,低通胀状态,通胀偏低
segment_01,current_segment_refit,1992-09-30,0.9459698346767276,0.917859335807323,0.08214066419267702,0.9983166277010062,0.0016833722989938345,低通胀状态,通胀偏低
segment_01,current_segment_refit,1992-10-31,2.1521878025902987,0.9186229073145148,0.08137709268548526,0.9954827878382936,0.004517212161706383,低通胀状态,通胀偏低
segment_01,current_segment_refit,1992-11-30,2.8743362007797906,0.9163046678204285,0.0836953321795714,0.9915572023853261,0.008442797614673864,低通胀状态,通胀偏低
segment_02,current_segment_refit,1992-12-31,-0.14908348644124203,0.9999999991117884,8.882116197977871e-10,0.9999999999943834,5.616682822622459e-12,低通胀状态,通胀偏低
segment_02,current_segment_refit,1993-01-31,7.615974419989847,0.919999999995282,0.08000000000471798,1.4300487893136899e-05,0.9999856995121068,高通胀状态,通胀偏高
segment_02,current_segment_refit,1993-02-28,7.182613149738083,0.08001201240983019,0.9199879875901698,3.0642946783206296e-07,0.9999996935705322,高通胀状态,通胀偏高
segment_02,current_segment_refit,1993-03-31,7.875082150130167,0.08000025740075295,0.9199997425992471,5.801397113291561e-08,0.9999999419860289,高通胀状态,通胀偏高
segment_02,current_segment_refit,1993-04-30,5.868580581082327,0.08000004873173572,0.9199999512682644,7.206268329929064e-06,0.9999927937316702,高通胀状态,通胀偏高
segment_02,current_segment_refit,1993-05-31,3.9797414876267467,0.08000605326539711,0.9199939467346029,0.0006742704223434641,0.9993257295776565,高通胀状态,通胀偏高
segment_02,current_segment_refit,1993-06-30,5.566642466903442,0.08056638715476847,0.9194336128452315,1.5002733296419058e-05,0.9999849972667035,高通胀状态,通胀偏高
segment_02,current_segment_refit,1993-07-31,7.32719251753684,0.08001260229596895,0.9199873977040309,2.1648948811008381e-07,0.9999997835105119,高通胀状态,通胀偏高
segment_02,current_segment_refit,1993-08-31,7.04065160704117,0.08000018185116997,0.9199998181488299,4.309488061804109e-07,0.9999995690511939,高通胀状态,通胀偏高
segment_02,current_segment_refit,1993-09-30,4.020322992851744,0.08000036199699716,0.9199996380030029,0.0006116076564607698,0.9993883923435392,高通胀状态,通胀偏高
segment_02,current_segment_refit,1993-10-31,5.000563741193302,0.080513750431427,0.9194862495685728,5.843300301235448e-05,0.9999415669969877,高通胀状态,通胀偏高
segment_02,current_segment_refit,1993-11-30,3.0939411363005185,0.08004908372253035,0.9199509162774697,0.005641984963662747,0.9943580150363373,高通胀状态,通胀偏高
segment_02,current_segment_refit,1993-12-31,6.090275529464327,0.08473926736947668,0.9152607326305233,4.5036683486657e-06,0.9999954963316513,高通胀状态,通胀偏高
segment_02,current_segment_refit,1994-01-31,6.344176156790102,0.08000378308141284,0.9199962169185871,2.298033350559365e-06,0.9999977019666494,高通胀状态,通胀偏高
segment_02,current_segment_refit,1994-02-28,7.80269258087195,0.08000193034801442,0.9199980696519856,6.903913283304408e-08,0.9999999309608671,高通胀状态,通胀偏高
segment_02,current_segment_refit,1994-03-31,5.969286355067879,0.08000005799287153,0.9199999420071284,5.657241478266317e-06,0.9999943427585217,高通胀状态,通胀偏高
segment_02,current_segment_refit,1994-04-30,7.579744613601573,0.0800047520828417,0.9199952479171583,1.1797836110139342e-07,0.9999998820216388,高通胀状态,通胀偏高
segment_02,current_segment_refit,1994-05-31,8.872022866649694,0.08000009910182329,0.9199999008981766,5.284773820638354e-09,0.9999999947152262,高通胀状态,通胀偏高
segment_02,current_segment_refit,1994-06-30,10.066205894502254,0.08000000443920997,0.91999999556079,2.996809353895925e-10,0.999999999700319,高通胀状态,通胀偏高
segment_02,current_segment_refit,1994-07-31,9.51023388271543,0.08000000025173194,0.9199999997482681,1.1400557902999642e-09,0.9999999988599442,高通胀状态,通胀偏高
segment_02,current_segment_refit,1994-08-31,6.908969888107958,0.08000000095764682,0.9199999990423532,5.913716816552991e-07,0.9999994086283183,高通胀状态,通胀偏高
segment_02,current_segment_refit,1994-09-30,4.791950047845958,0.08000049675221255,0.9199995032477875,9.579701942480071e-05,0.9999042029805751,高通胀状态,通胀偏高
segment_02,current_segment_refit,1994-10-31,3.073031310365703,0.08008046949631678,0.9199195305036832,0.005933530537359484,0.9940664694626405,高通胀状态,通胀偏高
